LEGACY_TEXT_ID	TEXT_ID	TEXT_OBJECT	TEXT_ID_TXT_GBL	TEXT_ID_TXT_LCL	DI_TIMESTAMP										
0001	0001	C_SHES_EVF	EHS: Info for Internal Use	EHS: Info interner Gebrauch	2018.06.19 05:33:47										
0001	0001	C_SHES_FAM	EHS: Text ID for Aid Given	EHS: Text-Id zur Hilfeleistung	2018.06.19 05:33:47										
0001	0001	C_SHES_IAL	Inc./Acc. Log Drilldown Rep.	Unfallkataster Recherche	2018.06.19 05:33:47										
0001	0001	C_SHES_ICD	EHS: Long Text for Diag. Key	EHS: Langtext zu Diagnoseschl.	2018.06.19 05:33:47										
0001	0001	C_SHES_INP	EHS: Text ID for Pers. Invlvd	EHS: Text-Id zu beteil. Person	2018.06.19 05:33:47										
0001	0001	C_SHES_MJ	Measurement Job 1	Messauftrag 1	2018.06.19 05:33:47										
0001	0001	C_SHES_MP	Measurement Project 1	Messprojekt 1	2018.06.19 05:33:47										
0001	0001	C_SHES_MPL	Measurement Project Plan	Messprojektplan	2018.06.19 05:33:47										
0001	0001	C_SHES_MPW	Measurement Work Areas	Messarbeitsbereiche	2018.06.19 05:33:47										
0001	0001	C_SHES_QCA	EHS: Text ID for Questionnaire	EHS: Text-Id zu Fragenkatalog	2018.06.19 05:33:47										
0001	0001	C_SHES_QRM	EHS: Questionnaire	EHS: Fragebogen	2018.06.19 05:33:47										
0001	0001	C_SHES_QTY	EHS: Text ID for Amnt Lng Txt	EHS: Text-Id zum LText Quant.	2018.06.19 05:33:47										
0001	0001	C_SHES_SPC	Comment for Hlth Sur. Protocol	Kommentar Vorsorgeuntersuchung	2018.06.19 05:33:47										
0001	0001	C_SHES_TPC	EHS: Text ID for Pers->Protoc.	EHS: Text-Id zu Pers->VorUnter	2018.06.19 05:33:47										
0001	0001	C_SHES_TPP	EHS: Text ID for Phrases	PP-SHE: TextID zu Phrasen	2018.06.19 05:33:47										
0001	0001	C_SHES_TRI	EHS: Text ID for Identific.	PP-SHE: TextID zu Identifikat.	2018.06.19 05:33:47										
0001	0001	C_SHES_WAH	EHS: Text ID for Wrk Area Docu	EHS: Text-Id zur Doku ArbBer	2018.06.19 05:33:47										
0001	0001	DMC	Rules documentation	Regeldokumentation	2018.06.19 05:33:47										
0001	0001	DOC_ITEM	Note	Notiz	2018.06.19 05:33:47										
0001	0001	DXWB	Project long text	Projekt-Langtext	2018.06.19 05:33:47										
0001	0001	EHSWA_MAN	Header Texts	Kopftexte	2018.06.19 05:33:47										
0001	0001	EHS_WAEAT	Note for Document	Notiz zum Beleg	2018.06.19 05:33:47										
0001	0001	EHS_WASTE1	Note for Waste Generator	Notiz zum Abfallerzeuger	2018.06.19 05:33:47										
0001	0001	EHS_WASTE2	Note for Waste Disposer	Notiz zum Abfallentsorger	2018.06.19 05:33:47										
0001	0001	EHS_WASTE3	Note for Waste Transporter	Notiz zum Abfallbeförderer	2018.06.19 05:33:47										
0001	0001	EHS_WASTE4	Note for Authority	Notiz zur Behörde	2018.06.19 05:33:47										
0001	0001	EHS_WASTE5	Note for Waste Generation	Notiz zur Abfallerzeugung	2018.06.19 05:33:47										
0001	0001	EHS_WASTE6	Note for Waste Disposal	Notiz zur Abfallentsorgung	2018.06.19 05:33:47										
0001	0001	EHS_WASTE7	Note for Waste Transport	Notiz zur Abfallbeförderung	2018.06.19 05:33:47										
0001	0001	EHS_WASTE8	Note for Disposal Channel	Notiz zum Entsorgungsweg	2018.06.19 05:33:47										
0001	0001	EHS_WASTE9	Note for Waste Approval	Notiz zum Entsorgungsnachweis	2018.06.19 05:33:47										
0001	0001	EMBK	Statement of approval	Genehmigungserklaerung	2018.06.19 05:33:47										
0001	0001	FB01	Document header item texts	Texte zum Belegkopf	2018.06.19 05:33:47										
0001	0001	FB15	Maintain text for e-mail	Text für E-Mail pflegen	2018.06.19 05:33:47										
0001	0001	FHM			2018.06.19 05:33:47										
0001	0001	FMPSO	Long Text 1	Langtext1	2018.06.19 05:33:47										
0001	0001	FMSHERLOCK	NOTE for Processors	NOTIZ für Bearbeiter	2018.06.19 05:33:47										
0001	0001	GMGT			2018.06.19 05:33:47										
0001	0001	HRPBSFRDCR	Long Text of Infotype 863	Langtext von Infotype 863	2018.06.19 05:33:47										
0001	0001	HR_ASR_PRC	Public Note: Non-Confidential	Public Note: Non-confidential	2018.06.19 05:33:47										
0001	0001	HWR3	Note Test	Hinweis-Test	2018.06.19 05:33:47										
0001	0001	ILM_DEST	Text for Deletion Pool	Text zum Vernichtungsvorrat	2018.06.19 05:33:47										
0001	0001	INST_CAT	Long text for proc.inst. char.	Langtext für PVMerkmal	2018.06.19 05:33:47										
0001	0001	INST_POC	Process Manufacturing Cockpit	Process Manufacturing Cockpit	2018.06.19 05:33:47										
0001	0001	J1IA	Excise invoice text		2018.06.19 05:33:47										
0001	0001	J1IARE1	Mode of transport		2018.06.19 05:33:47										
0001	0001	J1IEX	Excise invoice text		2018.06.19 05:33:47										
0001	0001	J1IF	Sub contracting challan		2018.06.19 05:33:47										
0001	0001	J1IG	Invoice		2018.06.19 05:33:47										
0001	0001	J1IH	JV text		2018.06.19 05:33:47										
0001	0001	J1II	Excise invoice		2018.06.19 05:33:47										
0001	0001	J1IJ	Excise depot details		2018.06.19 05:33:47										
0001	0001	J1IM	Depot excise invoice item		2018.06.19 05:33:47										
0001	0001	J1IS	Excise other movements -header		2018.06.19 05:33:47										
0001	0001	J1IW	Header		2018.06.19 05:33:47										
0001	0001	J3RFTAX			2018.06.19 05:33:47										
0001	0001	J_1BNFDOC	Add. Information (Authorities)	Add. Information (Authorities)	2018.06.19 05:33:47										
0001	0001	J_1BNFLIN	Add. Information on Product	Add. Information on Product	2018.06.19 05:33:47										
0001	0001	KLAT	Industry standard description	Normbezeichnung	2018.06.19 05:33:47										
0001	0001	KNA1	Sales note for customer	Verkaufshinweis extern	2018.06.19 05:33:47										
0001	0001	KNB1	Accounting texts	Buchhaltungstexte	2018.06.19 05:33:47										
0001	0001	KNKA	Test	test	2018.06.19 05:33:47										
0001	0001	KNKK	Internal information	Interne Informationen	2018.06.19 05:33:47										
0001	0001	KNMT	Customer material info	Kunden-Material-Info	2018.06.19 05:33:47										
0001	0001	KNVK	Partner note	Partnernotiz	2018.06.19 05:33:47										
0001	0001	KNVV	Sales note for customer	Verkaufshinweis extern	2018.06.19 05:33:47										
0001	0001	KONA	Internal comment	Eröffnungsvermerke	2018.06.19 05:33:47										
0001	0001	KONDD	Substitution text	Substitutionstext	2018.06.19 05:33:47										
0001	0001	KONP	Internal comment	Eröffnungsvermerke	2018.06.19 05:33:47										
0001	0001	LFA1	Accounting note	Buchhaltungsnotiz	2018.06.19 05:33:47										
0001	0001	LFB1	Accounting note	Buchhaltungsnotiz	2018.06.19 05:33:47										
0001	0001	LFM1	Purchasing Memo	Einkaufsnotiz	2018.06.19 05:33:47										
0001	0001	MVKE	Sales text	Vertriebstext	2018.06.19 05:33:47										
0001	0001	NBEW	Comment on accident	Bemerkung zum Unfall	2018.06.19 05:33:47										
0001	0001	NDIA	Diagnosis text	Diagnosetext	2018.06.19 05:33:47										
0001	0001	NORG	Comment on org. unit	Bemerkung Org.Einheit	2018.06.19 05:33:47										
0001	0001	NPAT	Comment on patient	Bemerkung zum Patient	2018.06.19 05:33:47										
0001	0001	NVVF	Comment, insurance, case	Bemerkung Versicherung Fall	2018.06.19 05:33:47										
0001	0001	NVVP	Comment, insurance, patient	Bemerkung Versicherung Patient	2018.06.19 05:33:47										
0001	0001	PACKINSTR	Text item packing instructions	Textposition Packvorschrift	2018.06.19 05:33:47										
0001	0001	PMS			2018.06.19 05:33:47										
0001	0001	RBKP	Note	Notiz	2018.06.19 05:33:47										
0001	0001	REAR	Note for rent application	Notiz zum Mietgesuch	2018.06.19 05:33:47										
0001	0001	RECN	Contract notes	Vertragsnotizen	2018.06.19 05:33:47										
0001	0001	RM_RCP_PP	Prozess Parameter Text	Prozessparametertext	2018.06.19 05:33:47										
0001	0001	SCMG_CASE	Description	Beschreibung	2018.06.19 05:33:47										
0001	0001	SI000	Note on Collateral Provision	Notiz zu Sicherheitenstellung	2018.06.19 05:33:47										
0001	0001	SKA1	Account assignment info	Kontierungsinfo	2018.06.19 05:33:47										
0001	0001	SKB1	Account assignment info	Kontierungsinfo	2018.06.19 05:33:47										
0001	0001	SQADB	Long text question document.	Langtext Doku zur Frage	2018.06.19 05:33:47										
0001	0001	SRT_CF			2018.06.19 05:33:47										
0001	0001	SRT_IBC			2018.06.19 05:33:47										
0001	0001	SRT_IBCR			2018.06.19 05:33:47										
0001	0001	SRT_LRD			2018.06.19 05:33:47										
0001	0001	SVPM	Serv. master plant data text	Text zu Werksdaten Leistung	2018.06.19 05:33:47										
0001	0001	TB_FHA	Trading	Handel	2018.06.19 05:33:47										
0001	0001	TNABG	Comment   Employer	Bemerkung Arbeitgeber	2018.06.19 05:33:47										
0001	0001	TNDEB	Comment   Customer	Bemerkung Debitor	2018.06.19 05:33:47										
0001	0001	TNGPA	Comment   Gen.business partner	Bemerkung allg. G.partner	2018.06.19 05:33:47										
0001	0001	TNKRH	Comment   Hospital	Bemerkung Krankenhaus	2018.06.19 05:33:47										
0001	0001	TNKTR	Comment   Cost object	Bemerkung Kostenträger	2018.06.19 05:33:47										
0001	0001	TNPER	Comment   Person	Bemerkung Person	2018.06.19 05:33:47										
0001	0001	TNTPT	Comment tariff item	Bemerkung Tarifposition	2018.06.19 05:33:47										
0001	0001	TRIAL	Planning	Planung	2018.06.19 05:33:47										
0001	0001	TSEG	Process note	Notiz zum Terminvorgang	2018.06.19 05:33:47										
0001	0001	UDM_CCT	Mark	Note	2018.06.19 05:33:47										
0001	0001	UDM_RSM	Mark	Note	2018.06.19 05:33:47										
0001	0001	UKM_01	Credit Management Calculation	Kreditmanagement Berechnung	2018.06.19 05:33:47										
0001	0001	VBBK	Form Header	Formularkopftext	2018.06.19 05:33:47										
0001	0001	VBBP	Material Sales Text	Materialverkaufstext	2018.06.19 05:33:47										
0001	0001	VBKA	Preparation	Vorbereitung	2018.06.19 05:33:47										
0001	0001	VTBMA	Outline agreement note	Notiz zum Rahmenvertrag	2018.06.19 05:33:47										
0001	0001	VTTK	Forwarder's order	Spediteurauftrag	2018.06.19 05:33:47										
0001	0001	WBHI	General item text	Positionstext allgemein	2018.06.19 05:33:47										
0001	0001	WBHK	General remarks	Allgemeine Bemerkungen	2018.06.19 05:33:47										
0001	0001	WBRK	Standard Header Text	Standard Kopftext	2018.06.19 05:33:47										
0001	0001	WBRP	Standard Position Text	Standard Positionstext	2018.06.19 05:33:47										
0001	0001	WLBM	Long Text	Langtext	2018.06.19 05:33:47										
0002	0002	/ACCGO/UI1			2018.06.19 05:33:47										
0002	0002	/SCWM/DLVH	Header Note 1	Kopfnotiz 1	2018.06.19 05:33:47										
0002	0002	/SCWM/DLVI	Item note	Positionsnotiz	2018.06.19 05:33:47										
0002	0002	/SEHS/TPP	EHS: Formatted Phrase Texts	EHS: Aufbereitete Phrasentexte	2018.06.19 05:33:47										
0002	0002	AGRNEG	Comments by Marketing	Anmerk. der Marketingabteilung	2018.06.19 05:33:47										
0002	0002	BELEG	Note	Notiz	2018.06.19 05:33:47										
0002	0002	BELEG_FIAA	Note	Notiz	2018.06.19 05:33:47										
0002	0002	BPAR	Remarks on creditworthiness	Notizen zur Bonität	2018.06.19 05:33:47										
0002	0002	BPAR_ALL	Other remarks	Sonstige Notizen	2018.06.19 05:33:47										
0002	0002	BUT000	Accounting note	Buchhaltungsnotiz	2018.06.19 05:33:47										
0002	0002	CLIPBOARD	Clipboard 2	Benutzerablage_2	2018.06.19 05:33:47										
0002	0002	CMS_CAG	Correspondance Notes	Korrespondenznotizen	2018.06.19 05:33:47										
0002	0002	CODPSPEC	Note	Hinweis	2018.06.19 05:33:47										
0002	0002	C_SHES_DGE	Item Text	Positionstext	2018.06.19 05:33:47										
0002	0002	C_SHES_EVA	EHS: Info for External Use	EHS: Info für externe Stellen	2018.06.19 05:33:47										
0002	0002	C_SHES_EVF	EHS: Info for External Use	EHS: Info für externe Stellen	2018.06.19 05:33:47										
0002	0002	C_SHES_FAM	EHS: ID for Follow-Up Treatmt	EHS: Id zur Nachsorgeleistung	2018.06.19 05:33:47										
0002	0002	C_SHES_MJ	Measurement Job 2	Messauftrag 2	2018.06.19 05:33:47										
0002	0002	C_SHES_MP	Measurement Project 2	Messprojekt 2	2018.06.19 05:33:47										
0002	0002	C_SHES_SPC	Comment for Restrictions	Kommentar Einschränkungen	2018.06.19 05:33:47										
0002	0002	C_SHES_TPP	EHS: Formatted Phrase Texts	EHS: Aufbereitete Phrasentexte	2018.06.19 05:33:47										
0002	0002	EHSWA_MAN	Danger. Goods Details for Item	Gefahrgutangaben zur Position	2018.06.19 05:33:47										
0002	0002	EMBK	Destination Control Statement	Destination Control Statement	2018.06.19 05:33:47										
0002	0002	FB01	Document line item texts	Texte zu Belegpostionen	2018.06.19 05:33:47										
0002	0002	GMGT			2018.06.19 05:33:47										
0002	0002	HRPBSFRDCR	Long Text of Table T5FPBSD8	Langtext der Tabelle T5FPBSD8	2018.06.19 05:33:47										
0002	0002	INST_CAT	Long text for PV char. ATNAM	Langtext für PV-Merkmal ATNAM	2018.06.19 05:33:47										
0002	0002	J1IA	Bill of lading text		2018.06.19 05:33:47										
0002	0002	J1IARE1	Export obligation		2018.06.19 05:33:47										
0002	0002	J1IEX	Bill of lading text		2018.06.19 05:33:47										
0002	0002	J1IF	Sub contractors norms		2018.06.19 05:33:47										
0002	0002	J_1BNFDOC	Compl. Information (Company)	Compl. Information (Company)	2018.06.19 05:33:47										
0002	0002	KLAT	Standard title	Normtitel	2018.06.19 05:33:47										
0002	0002	KNA1	Accounting note	Buchhaltungsnotiz	2018.06.19 05:33:47										
0002	0002	KNB1	Dunning texts	Mahntexte	2018.06.19 05:33:47										
0002	0002	KNKK	External information	Externe Informationen	2018.06.19 05:33:47										
0002	0002	KNVK	Directions	Wegbeschreibung	2018.06.19 05:33:47										
0002	0002	KNVV	Shipping instructions	Versandvorschrift	2018.06.19 05:33:47										
0002	0002	KONA	Permits	Genehmigungen	2018.06.19 05:33:47										
0002	0002	KONP	Permits	Genehmigungen	2018.06.19 05:33:47										
0002	0002	LFA1	Purchasing Memo	Einkaufsnotiz	2018.06.19 05:33:47										
0002	0002	LFB1	Information on withholding tax	Information zur Quellensteuer	2018.06.19 05:33:47										
0002	0002	LFM1	Purchase order text	Bestelltext	2018.06.19 05:33:47										
0002	0002	NPAT	Explanation of Donor ID	Erläuterung Spenderkennzeichen	2018.06.19 05:33:47										
0002	0002	PMS			2018.06.19 05:33:47										
0002	0002	REAR	Note for offered objects	Notiz zu angebotenen Objekten	2018.06.19 05:33:47										
0002	0002	RECN	Condition notes	Konditionsnotizen	2018.06.19 05:33:47										
0002	0002	SCMG_CASE	Internal note	Interne Notiz	2018.06.19 05:33:47										
0002	0002	SKA1	Accounting note	Buchhaltungsnotiz	2018.06.19 05:33:47										
0002	0002	SKB1	Accounting note	Buchhaltungsnotiz	2018.06.19 05:33:47										
0002	0002	SRT_IBC			2018.06.19 05:33:47										
0002	0002	SRT_IBCR			2018.06.19 05:33:47										
0002	0002	SRT_LRD			2018.06.19 05:33:47										
0002	0002	TB_FHA	Back Office	Abwicklung	2018.06.19 05:33:47										
0002	0002	TRIAL	Log of Attempts	Versuchsprotokoll	2018.06.19 05:33:47										
0002	0002	VBBK	Header Note 1	Kopfnotiz 1	2018.06.19 05:33:47										
0002	0002	VBBP	Item note	Positionsnotiz	2018.06.19 05:33:47										
0002	0002	VBKA	Report	Bericht	2018.06.19 05:33:47										
0002	0002	VTTK	Freight list	Ladeliste	2018.06.19 05:33:47										
0002	0002	WBHI	Internal note	Interner Vermerk	2018.06.19 05:33:47										
0002	0002	WBHK	Special remarks	Spezielle Bemerkungen	2018.06.19 05:33:47										
0002	0002	WBRK	Complaints: History	Reklamation: Historie	2018.06.19 05:33:47										
0002	0002	WBRP	test 3	test 3	2018.06.19 05:33:47										
0003	0003	/ACCGO/UI1			2018.06.19 05:33:47										
0003	0003	/SCWM/DLVH	Header Note 2	Kopfnotiz 2	2018.06.19 05:33:47										
0003	0003	/SCWM/DLVI	Packing Note	Verpackungshinweis	2018.06.19 05:33:47										
0003	0003	AGRNEG	Comments by Manufacturer	Anmerkungen des Herstellers	2018.06.19 05:33:47										
0003	0003	BELEG	Payment advice information	Zahlungsavisinformation	2018.06.19 05:33:47										
0003	0003	BPAR	Remarks on financial data	Notizen zu Meldedaten	2018.06.19 05:33:47										
0003	0003	BPAR_ALL	Special remarks	Besondere Notizen	2018.06.19 05:33:47										
0003	0003	BUT000	Marketing Note	Marketingnotiz	2018.06.19 05:33:47										
0003	0003	CLIPBOARD	Clipboard 3	Benutzerablage_3	2018.06.19 05:33:47										
0003	0003	CMS_CAG	ECA: Conditions	Exportkreditversich.: Auflagen	2018.06.19 05:33:47										
0003	0003	CODPSPEC	Control recipe	Steuerrezept	2018.06.19 05:33:47										
0003	0003	C_SHES_SPC	Comment for Time Scheduling	Kommentar Terminierung	2018.06.19 05:33:47										
0003	0003	EHSWA_MAN	Text 3	Text 3	2018.06.19 05:33:47										
0003	0003	GMGT			2018.06.19 05:33:47										
0003	0003	HRPBSFRDCR	Long Text of Table T5FPBSD6	Langtext der Tabelle T5FPBSD6	2018.06.19 05:33:47										
0003	0003	J1IA	Shipment details text		2018.06.19 05:33:47										
0003	0003	J1IARE1	Excise Seal Number		2018.06.19 05:33:47										
0003	0003	J1IEX	Shipment details text		2018.06.19 05:33:47										
0003	0003	J1IF	Shipping instructions		2018.06.19 05:33:47										
0003	0003	J1IH	Cancel Comments	Abbrechen Bemerkungen	2018.06.19 05:33:47										
0003	0003	KNA1	Marketing Note	Marketingnotiz	2018.06.19 05:33:47										
0003	0003	KNB1	Payment transactions	Zahlungsverkehr	2018.06.19 05:33:47										
0003	0003	KNKK	Actions	Aktionen	2018.06.19 05:33:47										
0003	0003	KNVK	Decision-making powers	Entscheidungsvollmachten	2018.06.19 05:33:47										
0003	0003	KNVV	Selection for shipping	Markierung für Versand	2018.06.19 05:33:47										
0003	0003	KONA	Concluding comments	Abschlußvermerke	2018.06.19 05:33:47										
0003	0003	KONP	Concluding comments	Abschlußvermerke	2018.06.19 05:33:47										
0003	0003	PMS			2018.06.19 05:33:47										
0003	0003	REAR	Other remarks	Sonstige Notizen	2018.06.19 05:33:47										
0003	0003	RECN	Object notes	Objektnotizen	2018.06.19 05:33:47										
0003	0003	SCMG_CASE	Concluding Remark	Schlussbemerkung	2018.06.19 05:33:47										
0003	0003	SKA1	SAP account assignment info	SAP_Kontierungsinfo	2018.06.19 05:33:47										
0003	0003	SKB1	Additional info	Zusatzinfo	2018.06.19 05:33:47										
0003	0003	SRT_IBC			2018.06.19 05:33:47										
0003	0003	SRT_IBCR			2018.06.19 05:33:47										
0003	0003	TB_FHA	Accounting	Buchhaltung	2018.06.19 05:33:47										
0003	0003	TRIAL	Report	Bericht	2018.06.19 05:33:47										
0003	0003	VBBK	Header Note 2	Kopfnotiz 2	2018.06.19 05:33:47										
0003	0003	VBBP	Packing Note	Verpackungshinweis	2018.06.19 05:33:47										
0003	0003	VBKA	Telephone note	Telefonnotiz	2018.06.19 05:33:47										
0003	0003	VTTK	Header note	Kopfnotiz	2018.06.19 05:33:47										
0003	0003	WBHI	Shipping Instruction	Versandanweisung	2018.06.19 05:33:47										
0004	0004	/ACCGO/UI1			2018.06.19 05:33:47										
0004	0004	/SCWM/DLVH	Header Note 3	Kopfnotiz 3	2018.06.19 05:33:47										
0004	0004	/SCWM/DLVI	Delivery text	Anlieferungstext	2018.06.19 05:33:47										
0004	0004	BELEG	Remarks EBPP	Bemerkungen EBPP	2018.06.19 05:33:47										
0004	0004	BPAR	Notes on prev. tenancy arrngmt	Notizen zu früh. Mietverhältn.	2018.06.19 05:33:47										
0004	0004	CLIPBOARD	Clipboard 4	Benutzerablage_4	2018.06.19 05:33:47										
0004	0004	CMS_CAG	ECA: Obligations Information	ExpKredVers: Inform.pflichten	2018.06.19 05:33:47										
0004	0004	EHSWA_MAN	Text 4	Text 4	2018.06.19 05:33:47										
0004	0004	GMGT			2018.06.19 05:33:47										
0004	0004	HRPBSFRDCR	Ind. Long Text for Signature	Ind. Langtext für Unterschrift	2018.06.19 05:33:47										
0004	0004	J1IARE1	Container number		2018.06.19 05:33:47										
0004	0004	KNA1	3rd-Party Note (Ext. Services)	Außendienstnotiz	2018.06.19 05:33:47										
0004	0004	KNB1	Insurance	Versicherung	2018.06.19 05:33:47										
0004	0004	KNVK	Sales call note	Besuchshinweise	2018.06.19 05:33:47										
0004	0004	KNVV	Marketing notes	Marketinghinweis	2018.06.19 05:33:47										
0004	0004	PMS			2018.06.19 05:33:47										
0004	0004	RECN	Distribution notes	Verteilungsnotizen	2018.06.19 05:33:47										
0004	0004	SCMG_CASE	Reply	Antwort	2018.06.19 05:33:47										
0004	0004	TB_FHA	Notes on confirmation	Notizen Bestätigung	2018.06.19 05:33:47										
0004	0004	VBBK	Header Note 3	Kopfnotiz 3	2018.06.19 05:33:47										
0004	0004	VBBP	Delivery text	Anlieferungstext	2018.06.19 05:33:47										
0004	0004	VBKA	Address notes	Notizen zu Adressen	2018.06.19 05:33:47										
0004	0004	VTTK	Header Note 2	Kopfnotiz 2	2018.06.19 05:33:47										
0005	0005	/ACCGO/UI1			2018.06.19 05:33:47										
0005	0005	/SCWM/DLVH	Header Note 4	Kopfnotiz 4	2018.06.19 05:33:47										
0005	0005	/SCWM/DLVI	Purchase order text	Bestelltext	2018.06.19 05:33:47										
0005	0005	BPAR	Remarks on current ten. arrgmt	Notizen zu jetz. Mietverhältn.	2018.06.19 05:33:47										
0005	0005	CLIPBOARD	Clipboard 5	Benutzerablage_5	2018.06.19 05:33:47										
0005	0005	CMS_CAG	ECA: Dates Information	Exportkreditvers.: Termine	2018.06.19 05:33:47										
0005	0005	EHSWA_MAN	Text 5	Text 5	2018.06.19 05:33:47										
0005	0005	GMGT			2018.06.19 05:33:47										
0005	0005	KNA1	Address note	Adressnotiz	2018.06.19 05:33:47										
0005	0005	KNVK	Competitor	Wettbewerber	2018.06.19 05:33:47										
0005	0005	KNVV	Competitor	Wettbewerber	2018.06.19 05:33:47										
0005	0005	SCMG_CASE	Note	Notiz	2018.06.19 05:33:47										
0005	0005	TB_FHA	Notes on dealing slip	Notizen Händlerzettel	2018.06.19 05:33:47										
0005	0005	VBBK	Header Note 4	Kopfnotiz 4	2018.06.19 05:33:47										
